pengajuan_id,nasabah_id,platform_id,platform_tipe,tgl_pengajuan,tipe_produk,tujuan,jumlah_diajukan,tenor_bln,lama_platform_bln,platform_ontime_rate,n_pinjaman_sebelumnya,n_lancar,n_macet,avg_telat_hari,listrik_pct_tepat,ew_aktif_bln,ew_trx_per_bln,ew_spike,is_gig,gig_income_avg,gig_konsisten,gig_cancel_rate,punya_rekening,bpjs_rutin,punya_toko_online,omzet_toko_online,skor_ai,kategori_risiko,rekomendasi,prob_default,label_default,faktor_positif,faktor_negatif
L1AJN00070,L1NSB00070,PLT005,P2P Lending,2024-02-17,P2P Lending,Pendidikan,5000000,6,32,0.86,2,1,1,152.5,70.8,0,0,0,0,0,0,0.0,0,1,0,0,47,Tinggi,Tolak,0.307,0,Aktif di platform 32 bulan (+7) | On-time rate 86% (+5) | 1 pinjaman lancar (+5) | BPJS dibayar rutin (+3),1 pinjaman macet (-12) | Rata-rata telat 152 hari (-10) | 5 tanggungan (-5)
L1AJN00071,L1NSB00071,PLT004,Multifinance,2024-12-04,Multifinance,Motor baru,20000000,36,11,0.57,2,2,0,2.5,83.3,11,19,0,0,0,0,0.0,0,0,0,0,70,Rendah,Setujui,0.174,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN00072,L1NSB00072,PLT002,P2P Lending,2024-09-10,P2P Lending,Modal usaha,500000,12,12,0.7,0,0,0,0.0,100.0,7,44,1,1,0,0,0.0,1,1,0,0,65,Menengah,Setujui,0.203,0,Aktif di platform 12 bulan (+7) | Listrik 100.0% tepat waktu (+7) | Transaksi e-wallet 44/bln (+3) | Punya rekening bank (+4),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00073,L1NSB00073,PLT004,Multifinance,2024-09-15,Multifinance,Mesin usaha,10000000,18,30,0.62,1,1,0,0.0,62.5,19,35,0,0,0,0,0.0,0,0,0,0,75,Rendah,Setujui,0.145,0,Aktif di platform 30 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 19 bulan (+5),
L1AJN00074,L1NSB00074,PLT004,Multifinance,2024-12-26,Multifinance,Motor baru,10000000,24,20,0.94,0,0,0,0.0,95.8,16,48,0,0,0,0,0.0,1,1,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 20 bulan (+7) | On-time rate 94% (+10) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 16 bulan (+5),
L1AJN00075,L1NSB00075,PLT003,Multifinance,2024-07-08,Multifinance,Motor bekas,20000000,18,1,0.59,3,1,0,24.7,95.8,11,18,0,1,1805000,1,0.07,1,0,0,0,81,Rendah,Setujui,0.11,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7) | Income gig konsisten 6 bulan (+8),4 tanggungan (-5)
L1AJN00076,L1NSB00076,PLT005,P2P Lending,2024-11-15,P2P Lending,Konsumsi,5000000,1,13,0.74,0,0,0,0.0,87.5,18,32,1,0,0,0,0.0,1,1,0,0,68,Menengah,Setujui,0.186,0,Aktif di platform 13 bulan (+7) | Listrik 87.5% tepat waktu (+3) | E-wallet aktif 18 bulan (+5) | Transaksi e-wallet 32/bln (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00077,L1NSB00077,PLT001,P2P Lending,2024-11-04,P2P Lending,Pendidikan,5000000,12,24,0.67,0,0,0,0.0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,68,Menengah,Setujui,0.186,0,Aktif di platform 24 bulan (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN00078,L1NSB00078,PLT003,Multifinance,2024-10-01,Multifinance,Elektronik,10000000,18,11,0.94,1,1,0,2.0,70.8,7,76,0,1,2381000,1,0.12,1,1,0,0,83,Rendah,Setujui,0.099,0,On-time rate 94% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 76/bln (+3),Cancel rate gig 12% (-4)
L1AJN00079,L1NSB00079,PLT004,Multifinance,2024-03-27,Multifinance,Mesin usaha,15000000,36,26,0.99,4,2,0,25.8,66.7,12,65,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 26 bulan (+7) | On-time rate 99% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00080,L1NSB00080,PLT001,P2P Lending,2024-09-30,P2P Lending,Pendidikan,5000000,12,36,0.58,0,0,0,0.0,75.0,11,44,0,0,0,0,0.0,1,1,0,0,71,Rendah,Setujui,0.168,0,Aktif di platform 36 bulan (+7) | Listrik 75.0% tepat waktu (+3) | Transaksi e-wallet 44/bln (+3) | Punya rekening bank (+4),
L1AJN00081,L1NSB00081,PLT001,P2P Lending,2024-05-23,P2P Lending,Pendidikan,5000000,6,32,0.63,3,2,0,3.3,79.2,0,0,0,1,7019000,0,0.04,1,1,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 32 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN00082,L1NSB00082,PLT004,Multifinance,2024-09-25,Multifinance,Elektronik,7000000,18,27,0.88,2,1,0,27.0,79.2,23,39,0,1,7178000,1,0.13,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 27 bulan (+7) | On-time rate 88% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),Cancel rate gig 13% (-4)
L1AJN00083,L1NSB00083,PLT001,P2P Lending,2024-03-04,P2P Lending,Modal usaha,2000000,3,30,0.77,1,0,0,76.0,83.3,0,0,0,0,0,0,0.0,1,0,0,0,66,Menengah,Setujui,0.197,0,Aktif di platform 30 bulan (+7) | On-time rate 77% (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),Rata-rata telat 76 hari (-10)
L1AJN00084,L1NSB00084,PLT005,P2P Lending,2024-08-24,P2P Lending,Modal usaha,500000,1,14,0.92,1,1,0,3.0,70.8,0,0,0,0,0,0,0.0,1,0,0,0,84,Rendah,Setujui,0.093,0,Aktif di platform 14 bulan (+7) | On-time rate 92% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00085,L1NSB00085,PLT002,P2P Lending,2024-05-06,P2P Lending,Konsumsi,5000000,6,2,0.63,3,2,0,9.3,62.5,10,43,0,1,1957000,1,0.04,1,0,0,0,80,Rendah,Setujui,0.116,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 43/bln (+3) | Income gig konsisten 6 bulan (+8),
L1AJN00086,L1NSB00086,PLT004,Multifinance,2024-07-30,Multifinance,Motor bekas,7000000,12,7,0.74,2,2,0,3.0,95.8,0,0,0,0,0,0,0.0,1,0,0,0,76,Rendah,Setujui,0.139,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7) | Punya rekening bank (+4),
L1AJN00087,L1NSB00087,PLT004,Multifinance,2024-11-11,Multifinance,Motor bekas,20000000,18,31,0.91,3,1,0,10.7,62.5,19,27,0,1,4643000,1,0.02,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 31 bulan (+7) | On-time rate 91% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00088,L1NSB00088,PLT005,P2P Lending,2024-07-27,P2P Lending,Pendidikan,2000000,9,34,0.67,0,0,0,0.0,70.8,15,21,0,1,1518000,1,0.03,1,0,0,0,82,Rendah,Setujui,0.104,0,Aktif di platform 34 bulan (+7) | E-wallet aktif 15 bulan (+5) | Transaksi e-wallet 21/bln (+3) | Income gig konsisten 6 bulan (+8),
L1AJN00089,L1NSB00089,PLT004,Multifinance,2024-11-14,Multifinance,Elektronik,3000000,18,22,0.63,0,0,0,0.0,83.3,21,52,0,0,0,0,0.0,1,0,0,0,74,Rendah,Setujui,0.151,0,Aktif di platform 22 bulan (+7) | Listrik 83.3% tepat waktu (+3) | E-wallet aktif 21 bulan (+5) | Transaksi e-wallet 52/bln (+3),
L1AJN00090,L1NSB00090,PLT004,Multifinance,2024-07-21,Multifinance,Mesin usaha,10000000,18,28,0.95,2,2,0,0.5,70.8,13,76,0,1,6042000,1,0.07,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 28 bulan (+7) | On-time rate 95% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00091,L1NSB00091,PLT001,P2P Lending,2024-10-31,P2P Lending,Modal usaha,2000000,9,7,0.64,1,1,0,1.0,87.5,0,0,0,0,0,0,0.0,1,0,0,0,67,Menengah,Setujui,0.191,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3) | Punya rekening bank (+4),4 tanggungan (-5)
L1AJN00092,L1NSB00092,PLT001,P2P Lending,2024-04-07,P2P Lending,Modal usaha,2000000,12,28,0.8,3,2,1,74.3,91.7,9,65,0,0,0,0,0.0,1,1,0,0,65,Menengah,Setujui,0.203,1,Aktif di platform 28 bulan (+7) | On-time rate 80% (+5) | 2 pinjaman lancar (+10) | Listrik 91.7% tepat waktu (+7),1 pinjaman macet (-12) | Rata-rata telat 74 hari (-10)
L1AJN00093,L1NSB00093,PLT001,P2P Lending,2024-01-16,P2P Lending,Renovasi,1000000,6,22,0.78,2,1,0,14.5,87.5,0,0,0,0,0,0,0.0,0,0,0,0,79,Rendah,Setujui,0.122,0,Aktif di platform 22 bulan (+7) | On-time rate 78% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00094,L1NSB00094,PLT001,P2P Lending,2024-10-15,P2P Lending,Renovasi,1000000,1,27,0.6,2,1,0,11.0,83.3,0,0,0,0,0,0,0.0,0,1,0,0,79,Rendah,Setujui,0.122,0,Aktif di platform 27 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN00095,L1NSB00095,PLT002,P2P Lending,2024-02-26,P2P Lending,Renovasi,500000,3,6,0.73,0,0,0,0.0,70.8,6,60,0,1,5107000,0,0.14,1,0,0,0,55,Menengah,Setujui,0.261,0,Transaksi e-wallet 60/bln (+3) | Punya rekening bank (+4),Cancel rate gig 14% (-4)
L1AJN00096,L1NSB00096,PLT005,P2P Lending,2024-11-05,P2P Lending,Konsumsi,3000000,3,15,0.85,0,0,0,0.0,62.5,17,58,1,1,0,0,0.0,0,0,0,0,61,Menengah,Setujui,0.226,1,Aktif di platform 15 bulan (+7) | On-time rate 85% (+5) | E-wallet aktif 17 bulan (+5) | Transaksi e-wallet 58/bln (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00097,L1NSB00097,PLT001,P2P Lending,2024-03-22,P2P Lending,Konsumsi,3000000,1,9,0.99,2,1,0,14.5,70.8,14,77,0,1,0,0,0.0,1,1,0,0,78,Rendah,Setujui,0.128,0,On-time rate 99% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 14 bulan (+5),4 tanggungan (-5)
L1AJN00098,L1NSB00098,PLT004,Multifinance,2024-04-21,Multifinance,Motor baru,20000000,36,21,0.91,3,3,0,1.7,95.8,14,46,0,1,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 21 bulan (+7) | On-time rate 91% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),
L1AJN00099,L1NSB00099,PLT005,P2P Lending,2024-11-17,P2P Lending,Modal usaha,1000000,9,28,0.61,3,3,0,1.3,83.3,0,0,0,0,0,0,0.0,1,0,0,0,83,Rendah,Setujui,0.099,0,Aktif di platform 28 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN00100,L1NSB00100,PLT002,P2P Lending,2024-04-01,P2P Lending,Konsumsi,1000000,9,33,0.94,0,0,0,0.0,70.8,7,21,0,0,0,0,0.0,0,1,0,0,71,Rendah,Setujui,0.168,0,Aktif di platform 33 bulan (+7) | On-time rate 94% (+10) | Transaksi e-wallet 21/bln (+3) | BPJS dibayar rutin (+3),5 tanggungan (-5)
L1AJN00101,L1NSB00101,PLT002,P2P Lending,2024-07-23,P2P Lending,Konsumsi,3000000,6,13,0.89,2,2,0,1.0,75.0,0,0,0,0,0,0,0.0,1,1,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 13 bulan (+7) | On-time rate 89% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00102,L1NSB00102,PLT005,P2P Lending,2024-03-18,P2P Lending,Konsumsi,500000,1,21,0.81,3,2,1,116.0,79.2,19,76,0,0,0,0,0.0,0,1,0,0,61,Menengah,Setujui,0.226,0,Aktif di platform 21 bulan (+7) | On-time rate 81% (+5) | 2 pinjaman lancar (+10) | Listrik 79.2% tepat waktu (+3),1 pinjaman macet (-12) | Rata-rata telat 116 hari (-10)
L1AJN00103,L1NSB00103,PLT005,P2P Lending,2024-11-26,P2P Lending,Renovasi,2000000,1,20,0.94,1,1,0,2.0,100.0,0,0,0,1,6424000,0,0.12,0,1,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 20 bulan (+7) | On-time rate 94% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),Cancel rate gig 12% (-4)
L1AJN00104,L1NSB00104,PLT005,P2P Lending,2024-05-11,P2P Lending,Renovasi,3000000,12,13,0.67,1,0,0,21.0,70.8,21,63,0,1,3271000,1,0.03,0,0,0,0,84,Rendah,Setujui,0.093,0,Aktif di platform 13 bulan (+7) | Tidak ada riwayat macet (+7) | E-wallet aktif 21 bulan (+5) | Transaksi e-wallet 63/bln (+3),
L1AJN00105,L1NSB00105,PLT001,P2P Lending,2024-02-11,P2P Lending,Konsumsi,5000000,12,34,0.62,1,0,0,10.0,91.7,0,0,0,0,0,0,0.0,0,0,0,0,69,Menengah,Setujui,0.18,0,Aktif di platform 34 bulan (+7) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN00106,L1NSB00106,PLT003,Multifinance,2024-05-14,Multifinance,Elektronik,10000000,24,25,0.74,0,0,0,0.0,62.5,13,52,1,1,7584000,1,0.04,1,1,0,0,71,Rendah,Setujui,0.168,0,Aktif di platform 25 bulan (+7) | E-wallet aktif 13 bulan (+5) | Transaksi e-wallet 52/bln (+3) | Income gig konsisten 6 bulan (+8),5 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00107,L1NSB00107,PLT004,Multifinance,2024-02-19,Multifinance,Motor bekas,3000000,24,36,0.86,2,2,0,0.5,91.7,10,54,0,1,7206000,1,0.14,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 36 bulan (+7) | On-time rate 86% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),Cancel rate gig 14% (-4)
L1AJN00108,L1NSB00108,PLT005,P2P Lending,2024-09-24,P2P Lending,Pendidikan,2000000,9,12,0.9,1,1,0,2.0,70.8,13,41,0,0,0,0,0.0,1,1,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 12 bulan (+7) | On-time rate 90% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00109,L1NSB00109,PLT001,P2P Lending,2024-05-05,P2P Lending,Modal usaha,500000,9,22,0.59,0,0,0,0.0,83.3,21,54,0,1,3672000,0,0.13,1,0,0,0,71,Rendah,Setujui,0.168,0,Aktif di platform 22 bulan (+7) | Listrik 83.3% tepat waktu (+3) | E-wallet aktif 21 bulan (+5) | Transaksi e-wallet 54/bln (+3),Cancel rate gig 13% (-4)
L1AJN00110,L1NSB00110,PLT004,Multifinance,2024-09-06,Multifinance,Mesin usaha,15000000,18,19,0.91,1,0,0,21.0,95.8,16,65,0,0,0,0,0.0,0,1,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 19 bulan (+7) | On-time rate 91% (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),4 tanggungan (-5)
L1AJN00111,L1NSB00111,PLT003,Multifinance,2024-09-28,Multifinance,Elektronik,3000000,18,19,0.74,2,2,0,0.5,75.0,17,55,0,0,0,0,0.0,1,0,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 19 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN00112,L1NSB00112,PLT001,P2P Lending,2024-07-06,P2P Lending,Pendidikan,2000000,9,7,0.81,2,2,0,2.0,100.0,13,48,0,1,4871000,1,0.1,0,0,0,0,95,Rendah,Setujui,0.029,0,On-time rate 81% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN00113,L1NSB00113,PLT004,Multifinance,2024-01-03,Multifinance,Elektronik,5000000,36,4,0.88,1,1,0,2.0,100.0,8,13,0,0,0,0,0.0,0,0,0,0,75,Rendah,Setujui,0.145,0,On-time rate 88% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN00114,L1NSB00114,PLT003,Multifinance,2024-10-24,Multifinance,Motor bekas,7000000,18,19,0.88,2,2,0,2.0,91.7,16,15,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 19 bulan (+7) | On-time rate 88% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00115,L1NSB00115,PLT001,P2P Lending,2024-10-26,P2P Lending,Modal usaha,1000000,6,34,0.74,0,0,0,0.0,100.0,21,62,0,0,0,0,0.0,0,0,0,0,74,Rendah,Setujui,0.151,0,Aktif di platform 34 bulan (+7) | Listrik 100.0% tepat waktu (+7) | E-wallet aktif 21 bulan (+5) | Transaksi e-wallet 62/bln (+3),
L1AJN00116,L1NSB00116,PLT001,P2P Lending,2024-04-25,P2P Lending,Modal usaha,500000,3,35,0.83,0,0,0,0.0,95.8,18,75,1,1,7332000,1,0.06,0,1,0,0,82,Rendah,Setujui,0.104,0,Aktif di platform 35 bulan (+7) | On-time rate 83% (+5) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 18 bulan (+5),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00117,L1NSB00117,PLT001,P2P Lending,2024-05-02,P2P Lending,Konsumsi,500000,3,34,0.93,2,2,0,2.0,66.7,14,26,0,1,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 34 bulan (+7) | On-time rate 93% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00118,L1NSB00118,PLT003,Multifinance,2024-09-12,Multifinance,Motor bekas,7000000,12,5,0.69,3,2,0,5.0,58.3,13,73,0,0,0,0,0.0,1,1,0,0,83,Rendah,Setujui,0.099,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | E-wallet aktif 13 bulan (+5) | Transaksi e-wallet 73/bln (+3),
L1AJN00119,L1NSB00119,PLT003,Multifinance,2024-02-14,Multifinance,Mesin usaha,20000000,12,30,0.97,2,1,0,29.5,75.0,13,32,1,1,7506000,1,0.05,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 30 bulan (+7) | On-time rate 97% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00120,L1NSB00120,PLT001,P2P Lending,2024-04-03,P2P Lending,Pendidikan,2000000,3,26,0.97,1,0,1,112.0,62.5,11,33,0,0,0,0,0.0,0,0,0,0,52,Menengah,Setujui,0.278,0,Aktif di platform 26 bulan (+7) | On-time rate 97% (+10) | Transaksi e-wallet 33/bln (+3),1 pinjaman macet (-12) | Rata-rata telat 112 hari (-10)
L1AJN00121,L1NSB00121,PLT003,Multifinance,2024-09-16,Multifinance,Motor baru,3000000,36,26,0.96,3,3,0,0.0,79.2,21,66,1,0,0,0,0.0,0,1,0,0,91,Rendah,Setujui,0.052,0,Aktif di platform 26 bulan (+7) | On-time rate 96% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00122,L1NSB00122,PLT003,Multifinance,2024-02-26,Multifinance,Motor bekas,3000000,18,28,0.82,0,0,0,0.0,95.8,19,45,0,0,0,0,0.0,1,0,0,0,78,Rendah,Setujui,0.128,1,Aktif di platform 28 bulan (+7) | On-time rate 82% (+5) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 19 bulan (+5),
L1AJN00123,L1NSB00123,PLT004,Multifinance,2024-02-01,Multifinance,Mesin usaha,3000000,18,29,0.8,2,2,0,3.0,95.8,0,0,0,1,4315000,1,0.02,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 29 bulan (+7) | On-time rate 80% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00124,L1NSB00124,PLT004,Multifinance,2024-07-06,Multifinance,Mesin usaha,7000000,18,10,0.97,1,1,0,2.0,62.5,18,47,0,0,0,0,0.0,1,0,0,0,83,Rendah,Setujui,0.099,0,On-time rate 97% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 18 bulan (+5),
L1AJN00125,L1NSB00125,PLT004,Multifinance,2024-09-30,Multifinance,Elektronik,15000000,36,10,0.94,2,2,0,1.0,62.5,9,80,0,0,0,0,0.0,0,1,1,7000000,92,Rendah,Setujui,0.046,0,On-time rate 94% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 80/bln (+3),
L1AJN00126,L1NSB00126,PLT003,Multifinance,2024-04-02,Multifinance,Motor baru,20000000,18,2,0.88,1,1,0,0.0,79.2,12,38,0,1,4053000,0,0.1,0,0,0,0,82,Rendah,Setujui,0.104,0,On-time rate 88% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN00127,L1NSB00127,PLT002,P2P Lending,2024-11-16,P2P Lending,Pendidikan,2000000,6,12,0.57,0,0,0,0.0,83.3,9,27,0,1,3082000,0,0.02,0,1,0,0,62,Menengah,Setujui,0.22,0,Aktif di platform 12 bulan (+7) | Listrik 83.3% tepat waktu (+3) | Transaksi e-wallet 27/bln (+3) | BPJS dibayar rutin (+3),
L1AJN00128,L1NSB00128,PLT003,Multifinance,2024-05-01,Multifinance,Motor bekas,3000000,36,24,0.79,3,2,0,29.3,62.5,0,0,0,0,0,0,0.0,0,1,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 24 bulan (+7) | On-time rate 79% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00129,L1NSB00129,PLT005,P2P Lending,2024-06-26,P2P Lending,Pendidikan,1000000,6,6,0.91,4,2,0,6.2,95.8,9,11,0,0,0,0,0.0,1,1,0,0,94,Rendah,Setujui,0.035,0,On-time rate 91% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN00130,L1NSB00130,PLT001,P2P Lending,2024-09-10,P2P Lending,Konsumsi,500000,3,5,0.96,2,2,0,1.5,95.8,16,43,0,1,6395000,0,0.07,0,1,0,0,95,Rendah,Setujui,0.029,0,On-time rate 96% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN00131,L1NSB00131,PLT001,P2P Lending,2024-12-31,P2P Lending,Pendidikan,3000000,12,20,0.66,2,0,1,176.5,83.3,9,7,0,0,0,0,0.0,1,0,0,0,41,Tinggi,Tolak,0.342,1,Aktif di platform 20 bulan (+7) | Listrik 83.3% tepat waktu (+3) | Punya rekening bank (+4),1 pinjaman macet (-12) | Rata-rata telat 176 hari (-10) | 4 tanggungan (-5)
L1AJN00132,L1NSB00132,PLT001,P2P Lending,2024-12-22,P2P Lending,Pendidikan,5000000,3,20,0.83,2,2,0,1.5,62.5,0,0,0,0,0,0,0.0,1,1,0,0,83,Rendah,Setujui,0.099,0,Aktif di platform 20 bulan (+7) | On-time rate 83% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00133,L1NSB00133,PLT005,P2P Lending,2024-11-26,P2P Lending,Modal usaha,2000000,3,2,0.77,1,1,0,1.0,95.8,21,50,0,0,0,0,0.0,1,0,0,0,89,Rendah,Setujui,0.064,0,On-time rate 77% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN00134,L1NSB00134,PLT004,Multifinance,2024-10-24,Multifinance,Elektronik,3000000,12,20,0.76,2,1,0,11.0,100.0,8,5,0,0,0,0,0.0,1,0,0,0,87,Rendah,Setujui,0.075,0,Aktif di platform 20 bulan (+7) | On-time rate 76% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00135,L1NSB00135,PLT004,Multifinance,2024-09-11,Multifinance,Mesin usaha,3000000,12,10,0.97,2,1,0,20.5,87.5,12,25,0,1,0,0,0.0,1,0,0,0,88,Rendah,Setujui,0.07,0,On-time rate 97% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),
L1AJN00136,L1NSB00136,PLT001,P2P Lending,2024-03-15,P2P Lending,Pendidikan,3000000,6,18,1.0,2,2,0,0.5,66.7,0,0,0,0,0,0,0.0,0,1,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 18 bulan (+7) | On-time rate 100% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00137,L1NSB00137,PLT003,Multifinance,2024-09-12,Multifinance,Motor bekas,15000000,18,11,0.74,0,0,0,0.0,83.3,6,23,0,0,0,0,0.0,1,0,0,0,51,Menengah,Setujui,0.284,0,Listrik 83.3% tepat waktu (+3) | Transaksi e-wallet 23/bln (+3) | Punya rekening bank (+4),5 tanggungan (-5)
L1AJN00138,L1NSB00138,PLT004,Multifinance,2024-05-05,Multifinance,Motor bekas,7000000,18,23,0.81,2,2,0,1.5,95.8,17,43,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 23 bulan (+7) | On-time rate 81% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00139,L1NSB00139,PLT001,P2P Lending,2024-08-02,P2P Lending,Pendidikan,500000,1,24,0.8,0,0,0,0.0,62.5,16,60,0,0,0,0,0.0,1,0,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 24 bulan (+7) | On-time rate 80% (+5) | E-wallet aktif 16 bulan (+5) | Transaksi e-wallet 60/bln (+3),
L1AJN00140,L1NSB00140,PLT004,Multifinance,2024-04-13,Multifinance,Elektronik,15000000,24,8,0.73,4,4,0,1.8,83.3,0,0,0,1,5848000,1,0.07,0,1,0,0,82,Rendah,Setujui,0.104,0,4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3) | Income gig konsisten 6 bulan (+8),
L1AJN00141,L1NSB00141,PLT001,P2P Lending,2024-12-30,P2P Lending,Modal usaha,3000000,3,22,0.75,2,2,0,1.5,70.8,7,58,0,1,6346000,1,0.15,0,0,0,0,80,Rendah,Setujui,0.116,0,Aktif di platform 22 bulan (+7) | On-time rate 75% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),5 tanggungan (-5) | Cancel rate gig 15% (-4)
